datetime,PM2.5
2024-02-04 06:00:00,41.91
2024-02-04 07:00:00,33.65
2024-02-04 08:00:00,32.15
2024-02-04 09:00:00,35.71
2024-02-04 10:00:00,33.24
2024-02-04 11:00:00,23.58
2024-02-04 12:00:00,20.27
2024-02-04 13:00:00,17.07
2024-02-04 14:00:00,10.54
2024-02-04 15:00:00,9.0
2024-02-04 16:00:00,6.64
2024-02-04 17:00:00,6.14
2024-02-04 18:00:00,8.12
2024-02-04 19:00:00,9.73
2024-02-04 20:00:00,15.47
2024-02-04 21:00:00,10.5
2024-02-04 22:00:00,19.86
2024-02-04 23:00:00,20.18
2024-02-05 00:00:00,24.85
2024-02-05 01:00:00,31.21
2024-02-05 02:00:00,29.73
2024-02-05 03:00:00,37.65
2024-02-05 04:00:00,39.68
2024-02-05 05:00:00,42.45
2024-02-05 06:00:00,42.65
2024-02-05 07:00:00,48.93
2024-02-05 08:00:00,38.44
2024-02-05 09:00:00,36.66
2024-02-05 10:00:00,33.55
2024-02-05 11:00:00,30.41
2024-02-05 12:00:00,26.56
2024-02-05 13:00:00,28.42
2024-02-05 14:00:00,25.76
2024-02-05 15:00:00,16.94
2024-02-05 16:00:00,14.02
2024-02-05 17:00:00,16.68
2024-02-05 18:00:00,13.33
2024-02-05 19:00:00,17.63
2024-02-05 20:00:00,18.06
2024-02-05 21:00:00,15.5
2024-02-05 22:00:00,28.01
2024-02-05 23:00:00,32.57
2024-02-06 00:00:00,29.42
2024-02-06 01:00:00,34.16
2024-02-06 02:00:00,39.97
2024-02-06 03:00:00,43.38
2024-02-06 04:00:00,46.89
2024-02-06 05:00:00,52.59
2024-02-06 06:00:00,46.68
2024-02-06 07:00:00,44.43
2024-02-06 08:00:00,41.3
2024-02-06 09:00:00,40.96
2024-02-06 10:00:00,40.05
2024-02-06 11:00:00,41.99
2024-02-06 12:00:00,31.25
2024-02-06 13:00:00,29.65
2024-02-06 14:00:00,25.36
2024-02-06 15:00:00,25.91
2024-02-06 16:00:00,27.57
2024-02-06 17:00:00,16.91
2024-02-06 18:00:00,16.53
2024-02-06 19:00:00,21.64
2024-02-06 20:00:00,22.03
2024-02-06 21:00:00,27.88
2024-02-06 22:00:00,27.16
2024-02-06 23:00:00,27.9
2024-02-07 00:00:00,34.57
2024-02-07 01:00:00,39.94
2024-02-07 02:00:00,42.61
2024-02-07 03:00:00,44.68
2024-02-07 04:00:00,48.64
2024-02-07 05:00:00,50.33
2024-02-07 06:00:00,51.35
2024-02-07 07:00:00,48.51
2024-02-07 08:00:00,44.42
2024-02-07 09:00:00,42.82
2024-02-07 10:00:00,42.73
2024-02-07 11:00:00,32.87
2024-02-07 12:00:00,32.36
2024-02-07 13:00:00,26.0
2024-02-07 14:00:00,23.45
2024-02-07 15:00:00,23.89
2024-02-07 16:00:00,18.02
2024-02-07 17:00:00,15.87
2024-02-07 18:00:00,10.91
2024-02-07 19:00:00,17.5
2024-02-07 20:00:00,18.45
2024-02-07 21:00:00,25.14
2024-02-07 22:00:00,20.58
2024-02-07 23:00:00,25.51
2024-02-08 00:00:00,29.22
2024-02-08 01:00:00,36.81
2024-02-08 02:00:00,35.14
2024-02-08 03:00:00,39.09
2024-02-08 04:00:00,42.17
2024-02-08 05:00:00,42.12
2024-02-08 06:00:00,40.44
2024-02-08 07:00:00,41.56
2024-02-08 08:00:00,42.4
2024-02-08 09:00:00,33.42
2024-02-08 10:00:00,33.5
2024-02-08 11:00:00,27.08
2024-02-08 12:00:00,28.59
2024-02-08 13:00:00,16.25
2024-02-08 14:00:00,15.23
2024-02-08 15:00:00,14.63
2024-02-08 16:00:00,15.51
2024-02-08 17:00:00,8.83
2024-02-08 18:00:00,6.55
2024-02-08 19:00:00,14.08
2024-02-08 20:00:00,5.31
2024-02-08 21:00:00,5.15
2024-02-08 22:00:00,15.9
2024-02-08 23:00:00,16.41
2024-02-09 00:00:00,18.47
2024-02-09 01:00:00,27.27
2024-02-09 02:00:00,29.23
2024-02-09 03:00:00,29.66
2024-02-09 04:00:00,29.64
2024-02-09 05:00:00,37.36
2024-02-09 06:00:00,36.96
2024-02-09 07:00:00,33.97
2024-02-09 08:00:00,38.09
2024-02-09 09:00:00,26.74
2024-02-09 10:00:00,22.06
2024-02-09 11:00:00,20.74
2024-02-09 12:00:00,18.61
2024-02-09 13:00:00,15.41
2024-02-09 14:00:00,10.17
2024-02-09 15:00:00,8.68
2024-02-09 16:00:00,5.0
2024-02-09 17:00:00,7.77
2024-02-09 18:00:00,5.0
2024-02-09 19:00:00,6.53
2024-02-09 20:00:00,5.59
2024-02-09 21:00:00,8.21
2024-02-09 22:00:00,11.56
2024-02-09 23:00:00,14.73
2024-02-10 00:00:00,19.13
2024-02-10 01:00:00,25.01
2024-02-10 02:00:00,25.18
2024-02-10 03:00:00,29.78
2024-02-10 04:00:00,29.74
2024-02-10 05:00:00,35.81
2024-02-10 06:00:00,29.97
2024-02-10 07:00:00,36.9
2024-02-10 08:00:00,29.89
2024-02-10 09:00:00,23.36
2024-02-10 10:00:00,24.97
2024-02-10 11:00:00,18.98
2024-02-10 12:00:00,19.72
2024-02-10 13:00:00,11.43
2024-02-10 14:00:00,8.52
2024-02-10 15:00:00,5.0
2024-02-10 16:00:00,5.0
2024-02-10 17:00:00,5.0
2024-02-10 18:00:00,5.0
2024-02-10 19:00:00,5.72
2024-02-10 20:00:00,7.44
2024-02-10 21:00:00,8.9
2024-02-10 22:00:00,7.99
2024-02-10 23:00:00,14.54
2024-02-11 00:00:00,18.73
2024-02-11 01:00:00,19.34
2024-02-11 02:00:00,31.15
2024-02-11 03:00:00,32.58
2024-02-11 04:00:00,31.89
2024-02-11 05:00:00,34.35
2024-02-11 06:00:00,35.64
2024-02-11 07:00:00,28.61
2024-02-11 08:00:00,32.74
2024-02-11 09:00:00,29.3
2024-02-11 10:00:00,25.5
2024-02-11 11:00:00,24.3
2024-02-11 12:00:00,26.92
2024-02-11 13:00:00,19.84
2024-02-11 14:00:00,12.86
2024-02-11 15:00:00,13.47
2024-02-11 16:00:00,13.85
2024-02-11 17:00:00,11.21
2024-02-11 18:00:00,8.4
2024-02-11 19:00:00,7.08
2024-02-11 20:00:00,12.91
2024-02-11 21:00:00,14.68
2024-02-11 22:00:00,19.59
2024-02-11 23:00:00,22.72
2024-02-12 00:00:00,28.15
2024-02-12 01:00:00,27.58
2024-02-12 02:00:00,37.05
2024-02-12 03:00:00,37.1
2024-02-12 04:00:00,45.41
2024-02-12 05:00:00,38.91
2024-02-12 06:00:00,46.99
2024-02-12 07:00:00,42.15
2024-02-12 08:00:00,38.39
2024-02-12 09:00:00,36.8
2024-02-12 10:00:00,34.46
2024-02-12 11:00:00,33.35
2024-02-12 12:00:00,30.04
2024-02-12 13:00:00,23.13
2024-02-12 14:00:00,21.43
2024-02-12 15:00:00,25.08
2024-02-12 16:00:00,21.7
2024-02-12 17:00:00,16.57
2024-02-12 18:00:00,15.1
2024-02-12 19:00:00,16.09
2024-02-12 20:00:00,19.29
2024-02-12 21:00:00,16.98
2024-02-12 22:00:00,22.59
2024-02-12 23:00:00,22.18
2024-02-13 00:00:00,32.45
2024-02-13 01:00:00,37.26
2024-02-13 02:00:00,37.66
2024-02-13 03:00:00,47.1
2024-02-13 04:00:00,41.24
2024-02-13 05:00:00,42.17
2024-02-13 06:00:00,47.88
2024-02-13 07:00:00,49.96
2024-02-13 08:00:00,50.49
2024-02-13 09:00:00,41.78
2024-02-13 10:00:00,43.38
2024-02-13 11:00:00,36.49
2024-02-13 12:00:00,32.28
2024-02-13 13:00:00,31.63
2024-02-13 14:00:00,27.37
2024-02-13 15:00:00,17.61
2024-02-13 16:00:00,24.42
2024-02-13 17:00:00,22.65
2024-02-13 18:00:00,16.12
2024-02-13 19:00:00,19.69
2024-02-13 20:00:00,21.47
2024-02-13 21:00:00,23.13
2024-02-13 22:00:00,23.76
2024-02-13 23:00:00,26.96
2024-02-14 00:00:00,32.72
2024-02-14 01:00:00,40.13
2024-02-14 02:00:00,41.78
2024-02-14 03:00:00,42.05
2024-02-14 04:00:00,47.75
2024-02-14 05:00:00,38.28
2024-02-14 06:00:00,50.65
2024-02-14 07:00:00,41.34
2024-02-14 08:00:00,43.83
2024-02-14 09:00:00,39.02
2024-02-14 10:00:00,35.23
2024-02-14 11:00:00,38.8
2024-02-14 12:00:00,29.85
2024-02-14 13:00:00,28.22
2024-02-14 14:00:00,23.22
2024-02-14 15:00:00,21.48
2024-02-14 16:00:00,17.68
2024-02-14 17:00:00,11.88
2024-02-14 18:00:00,17.98
2024-02-14 19:00:00,13.78
2024-02-14 20:00:00,11.85
2024-02-14 21:00:00,17.37
2024-02-14 22:00:00,26.0
2024-02-14 23:00:00,27.41
2024-02-15 00:00:00,27.43
2024-02-15 01:00:00,31.03
2024-02-15 02:00:00,34.46
2024-02-15 03:00:00,44.48
2024-02-15 04:00:00,41.49
2024-02-15 05:00:00,42.85
2024-02-15 06:00:00,44.87
2024-02-15 07:00:00,41.69
2024-02-15 08:00:00,38.41
2024-02-15 09:00:00,35.91
2024-02-15 10:00:00,32.88
2024-02-15 11:00:00,29.07
2024-02-15 12:00:00,27.18
2024-02-15 13:00:00,20.97
2024-02-15 14:00:00,19.1
2024-02-15 15:00:00,13.26
2024-02-15 16:00:00,11.05
2024-02-15 17:00:00,5.0
2024-02-15 18:00:00,10.97
2024-02-15 19:00:00,9.48
2024-02-15 20:00:00,12.65
2024-02-15 21:00:00,5.0
2024-02-15 22:00:00,20.84
2024-02-15 23:00:00,17.5
2024-02-16 00:00:00,24.85
2024-02-16 01:00:00,22.02
2024-02-16 02:00:00,30.34
2024-02-16 03:00:00,28.19
2024-02-16 04:00:00,31.61
2024-02-16 05:00:00,40.48
2024-02-16 06:00:00,34.44
2024-02-16 07:00:00,34.92
2024-02-16 08:00:00,35.16
2024-02-16 09:00:00,31.44
2024-02-16 10:00:00,27.09
2024-02-16 11:00:00,23.91
2024-02-16 12:00:00,25.96
2024-02-16 13:00:00,14.51
2024-02-16 14:00:00,11.49
2024-02-16 15:00:00,10.77
2024-02-16 16:00:00,8.4
2024-02-16 17:00:00,7.0
2024-02-16 18:00:00,5.0
2024-02-16 19:00:00,5.0
2024-02-16 20:00:00,9.46
2024-02-16 21:00:00,5.0
2024-02-16 22:00:00,10.76
2024-02-16 23:00:00,11.13
2024-02-17 00:00:00,17.01
2024-02-17 01:00:00,22.01
2024-02-17 02:00:00,25.55
2024-02-17 03:00:00,28.92
2024-02-17 04:00:00,34.85
2024-02-17 05:00:00,32.86
2024-02-17 06:00:00,31.27
2024-02-17 07:00:00,34.39
2024-02-17 08:00:00,33.58
2024-02-17 09:00:00,23.97
2024-02-17 10:00:00,26.38
2024-02-17 11:00:00,23.13
2024-02-17 12:00:00,16.31
2024-02-17 13:00:00,17.52
2024-02-17 14:00:00,9.41
2024-02-17 15:00:00,7.22
2024-02-17 16:00:00,5.0
2024-02-17 17:00:00,5.0
2024-02-17 18:00:00,5.0
2024-02-17 19:00:00,5.0
2024-02-17 20:00:00,9.86
2024-02-17 21:00:00,5.08
2024-02-17 22:00:00,7.92
2024-02-17 23:00:00,8.22
2024-02-18 00:00:00,16.83
2024-02-18 01:00:00,18.85
2024-02-18 02:00:00,31.56
2024-02-18 03:00:00,32.98
2024-02-18 04:00:00,30.48
2024-02-18 05:00:00,41.03
2024-02-18 06:00:00,37.96
2024-02-18 07:00:00,33.76
2024-02-18 08:00:00,25.99
2024-02-18 09:00:00,38.22
2024-02-18 10:00:00,24.33
2024-02-18 11:00:00,20.21
2024-02-18 12:00:00,24.6
2024-02-18 13:00:00,25.24
2024-02-18 14:00:00,18.73
2024-02-18 15:00:00,13.44
2024-02-18 16:00:00,11.44
2024-02-18 17:00:00,11.0
2024-02-18 18:00:00,10.5
2024-02-18 19:00:00,9.87
2024-02-18 20:00:00,11.13
2024-02-18 21:00:00,13.31
2024-02-18 22:00:00,14.64
2024-02-18 23:00:00,19.98
2024-02-19 00:00:00,19.92
2024-02-19 01:00:00,28.89
2024-02-19 02:00:00,30.13
2024-02-19 03:00:00,33.19
2024-02-19 04:00:00,39.72
2024-02-19 05:00:00,45.15
2024-02-19 06:00:00,44.54
2024-02-19 07:00:00,36.85
2024-02-19 08:00:00,37.38
2024-02-19 09:00:00,41.07
2024-02-19 10:00:00,32.48
2024-02-19 11:00:00,31.41
2024-02-19 12:00:00,30.12
2024-02-19 13:00:00,21.95
2024-02-19 14:00:00,21.82
2024-02-19 15:00:00,14.65
2024-02-19 16:00:00,14.71
2024-02-19 17:00:00,16.22
2024-02-19 18:00:00,10.21
2024-02-19 19:00:00,17.05
2024-02-19 20:00:00,17.39
2024-02-19 21:00:00,21.71
2024-02-19 22:00:00,24.04
2024-02-19 23:00:00,31.27
2024-02-20 00:00:00,31.63
2024-02-20 01:00:00,34.03
2024-02-20 02:00:00,39.48
2024-02-20 03:00:00,44.01
2024-02-20 04:00:00,45.07
2024-02-20 05:00:00,46.68
2024-02-20 06:00:00,45.1
2024-02-20 07:00:00,44.83
2024-02-20 08:00:00,41.23
2024-02-20 09:00:00,48.41
2024-02-20 10:00:00,36.41
2024-02-20 11:00:00,34.53
2024-02-20 12:00:00,30.64
2024-02-20 13:00:00,31.66
2024-02-20 14:00:00,24.53
2024-02-20 15:00:00,26.09
2024-02-20 16:00:00,17.97
2024-02-20 17:00:00,19.34
2024-02-20 18:00:00,15.49
2024-02-20 19:00:00,24.94
2024-02-20 20:00:00,16.42
2024-02-20 21:00:00,23.27
2024-02-20 22:00:00,27.31
2024-02-20 23:00:00,30.22
2024-02-21 00:00:00,32.24
2024-02-21 01:00:00,36.22
2024-02-21 02:00:00,40.28
2024-02-21 03:00:00,42.72
2024-02-21 04:00:00,48.33
2024-02-21 05:00:00,53.45
2024-02-21 06:00:00,45.54
2024-02-21 07:00:00,42.45
2024-02-21 08:00:00,44.65
2024-02-21 09:00:00,50.12
2024-02-21 10:00:00,36.7
2024-02-21 11:00:00,40.24
2024-02-21 12:00:00,36.29
2024-02-21 13:00:00,25.52
2024-02-21 14:00:00,25.07
2024-02-21 15:00:00,24.94
2024-02-21 16:00:00,16.31
2024-02-21 17:00:00,15.12
2024-02-21 18:00:00,13.24
2024-02-21 19:00:00,12.22
2024-02-21 20:00:00,14.57
2024-02-21 21:00:00,14.98
2024-02-21 22:00:00,21.6
2024-02-21 23:00:00,22.55
2024-02-22 00:00:00,29.17
2024-02-22 01:00:00,27.41
2024-02-22 02:00:00,36.42
2024-02-22 03:00:00,40.75
2024-02-22 04:00:00,34.37
2024-02-22 05:00:00,42.68
2024-02-22 06:00:00,45.46
2024-02-22 07:00:00,37.35
2024-02-22 08:00:00,44.2
2024-02-22 09:00:00,37.76
2024-02-22 10:00:00,30.98
2024-02-22 11:00:00,29.01
2024-02-22 12:00:00,26.67
2024-02-22 13:00:00,21.05
2024-02-22 14:00:00,18.52
2024-02-22 15:00:00,10.74
2024-02-22 16:00:00,11.33
2024-02-22 17:00:00,5.0
2024-02-22 18:00:00,7.89
2024-02-22 19:00:00,5.73
2024-02-22 20:00:00,7.44
2024-02-22 21:00:00,15.46
2024-02-22 22:00:00,17.85
2024-02-22 23:00:00,19.75
2024-02-23 00:00:00,18.25
2024-02-23 01:00:00,24.19
2024-02-23 02:00:00,32.14
2024-02-23 03:00:00,31.78
2024-02-23 04:00:00,40.44
2024-02-23 05:00:00,35.92
2024-02-23 06:00:00,35.59
2024-02-23 07:00:00,33.34
2024-02-23 08:00:00,32.95
2024-02-23 09:00:00,29.49
2024-02-23 10:00:00,28.76
2024-02-23 11:00:00,25.69
2024-02-23 12:00:00,16.39
2024-02-23 13:00:00,10.69
2024-02-23 14:00:00,5.38
2024-02-23 15:00:00,9.14
2024-02-23 16:00:00,5.0
2024-02-23 17:00:00,5.0
2024-02-23 18:00:00,5.0
2024-02-23 19:00:00,10.66
2024-02-23 20:00:00,5.0
2024-02-23 21:00:00,9.36
2024-02-23 22:00:00,10.1
2024-02-23 23:00:00,13.09
2024-02-24 00:00:00,19.96
2024-02-24 01:00:00,20.15
2024-02-24 02:00:00,25.39
2024-02-24 03:00:00,28.62
2024-02-24 04:00:00,28.01
2024-02-24 05:00:00,34.47
2024-02-24 06:00:00,31.48
2024-02-24 07:00:00,29.23
2024-02-24 08:00:00,31.62
2024-02-24 09:00:00,24.96
2024-02-24 10:00:00,24.67
2024-02-24 11:00:00,20.99
2024-02-24 12:00:00,20.46
2024-02-24 13:00:00,14.81
2024-02-24 14:00:00,9.78
2024-02-24 15:00:00,9.3
2024-02-24 16:00:00,8.73
2024-02-24 17:00:00,5.0
2024-02-24 18:00:00,5.0
2024-02-24 19:00:00,5.0
2024-02-24 20:00:00,5.0
2024-02-24 21:00:00,6.7
2024-02-24 22:00:00,9.06
2024-02-24 23:00:00,14.12
2024-02-25 00:00:00,18.92
2024-02-25 01:00:00,24.41
2024-02-25 02:00:00,26.42
2024-02-25 03:00:00,31.41
2024-02-25 04:00:00,32.74
2024-02-25 05:00:00,28.34
2024-02-25 06:00:00,32.19
2024-02-25 07:00:00,34.31
2024-02-25 08:00:00,29.85
2024-02-25 09:00:00,33.15
2024-02-25 10:00:00,33.09
2024-02-25 11:00:00,28.8
2024-02-25 12:00:00,20.89
2024-02-25 13:00:00,22.39
2024-02-25 14:00:00,15.02
2024-02-25 15:00:00,10.74
2024-02-25 16:00:00,7.81
2024-02-25 17:00:00,7.53
2024-02-25 18:00:00,7.06
2024-02-25 19:00:00,9.54
2024-02-25 20:00:00,11.3
2024-02-25 21:00:00,13.51
2024-02-25 22:00:00,18.21
2024-02-25 23:00:00,24.39
2024-02-26 00:00:00,27.85
2024-02-26 01:00:00,24.73
2024-02-26 02:00:00,25.44
2024-02-26 03:00:00,39.31
2024-02-26 04:00:00,35.08
2024-02-26 05:00:00,40.3
2024-02-26 06:00:00,38.27
2024-02-26 07:00:00,36.15
2024-02-26 08:00:00,41.97
2024-02-26 09:00:00,40.53
2024-02-26 10:00:00,33.69
2024-02-26 11:00:00,24.31
2024-02-26 12:00:00,26.83
2024-02-26 13:00:00,26.03
2024-02-26 14:00:00,17.06
2024-02-26 15:00:00,19.2
2024-02-26 16:00:00,16.47
2024-02-26 17:00:00,17.0
2024-02-26 18:00:00,15.35
2024-02-26 19:00:00,12.81
2024-02-26 20:00:00,21.04
2024-02-26 21:00:00,19.57
2024-02-26 22:00:00,23.28
2024-02-26 23:00:00,24.38
2024-02-27 00:00:00,29.92
2024-02-27 01:00:00,32.66
2024-02-27 02:00:00,38.59
2024-02-27 03:00:00,47.52
2024-02-27 04:00:00,40.8
2024-02-27 05:00:00,41.72
2024-02-27 06:00:00,51.62
2024-02-27 07:00:00,46.19
2024-02-27 08:00:00,43.43
2024-02-27 09:00:00,46.28
2024-02-27 10:00:00,38.33
2024-02-27 11:00:00,42.09
2024-02-27 12:00:00,34.83
2024-02-27 13:00:00,27.51
2024-02-27 14:00:00,31.88
2024-02-27 15:00:00,20.53
2024-02-27 16:00:00,22.21
2024-02-27 17:00:00,19.4
2024-02-27 18:00:00,21.91
2024-02-27 19:00:00,23.19
2024-02-27 20:00:00,20.08
2024-02-27 21:00:00,20.08
2024-02-27 22:00:00,26.79
2024-02-27 23:00:00,26.95
2024-02-28 00:00:00,38.84
2024-02-28 01:00:00,37.02
2024-02-28 02:00:00,39.05
2024-02-28 03:00:00,43.71
2024-02-28 04:00:00,41.4
2024-02-28 05:00:00,43.91
2024-02-28 06:00:00,50.81
2024-02-28 07:00:00,44.59
2024-02-28 08:00:00,41.78
2024-02-28 09:00:00,43.99
2024-02-28 10:00:00,42.67
2024-02-28 11:00:00,37.48
2024-02-28 12:00:00,34.24
2024-02-28 13:00:00,24.91
2024-02-28 14:00:00,19.1
2024-02-28 15:00:00,24.55
2024-02-28 16:00:00,16.48
2024-02-28 17:00:00,14.98
2024-02-28 18:00:00,18.97
2024-02-28 19:00:00,16.93
2024-02-28 20:00:00,17.88
2024-02-28 21:00:00,25.14
2024-02-28 22:00:00,19.57
2024-02-28 23:00:00,27.64
2024-02-29 00:00:00,28.64
2024-02-29 01:00:00,32.89
2024-02-29 02:00:00,40.01
2024-02-29 03:00:00,39.77
2024-02-29 04:00:00,41.96
2024-02-29 05:00:00,44.78
2024-02-29 06:00:00,40.69
2024-02-29 07:00:00,38.46
2024-02-29 08:00:00,36.05
2024-02-29 09:00:00,30.6
2024-02-29 10:00:00,39.27
2024-02-29 11:00:00,25.87
2024-02-29 12:00:00,24.34
2024-02-29 13:00:00,19.99
2024-02-29 14:00:00,17.82
2024-02-29 15:00:00,15.94
2024-02-29 16:00:00,13.4
2024-02-29 17:00:00,7.27
2024-02-29 18:00:00,7.72
2024-02-29 19:00:00,9.29
2024-02-29 20:00:00,8.91
2024-02-29 21:00:00,16.57
2024-02-29 22:00:00,16.05
2024-02-29 23:00:00,20.12
2024-03-01 00:00:00,23.52
2024-03-01 01:00:00,28.66
2024-03-01 02:00:00,29.04
2024-03-01 03:00:00,27.46
2024-03-01 04:00:00,34.68
2024-03-01 05:00:00,32.78
2024-03-01 06:00:00,33.43
2024-03-01 07:00:00,36.03
2024-03-01 08:00:00,36.26
2024-03-01 09:00:00,30.01
2024-03-01 10:00:00,27.56
2024-03-01 11:00:00,27.93
2024-03-01 12:00:00,19.47
2024-03-01 13:00:00,22.49
2024-03-01 14:00:00,12.59
2024-03-01 15:00:00,5.0
2024-03-01 16:00:00,7.34
2024-03-01 17:00:00,5.0
2024-03-01 18:00:00,6.66
2024-03-01 19:00:00,5.2
2024-03-01 20:00:00,5.0
2024-03-01 21:00:00,5.0
2024-03-01 22:00:00,9.23
2024-03-01 23:00:00,10.84
2024-03-02 00:00:00,15.46
2024-03-02 01:00:00,22.79
2024-03-02 02:00:00,29.6
2024-03-02 03:00:00,28.84
2024-03-02 04:00:00,26.43
2024-03-02 05:00:00,32.83
2024-03-02 06:00:00,35.59
2024-03-02 07:00:00,29.67
2024-03-02 08:00:00,29.61
2024-03-02 09:00:00,27.7
2024-03-02 10:00:00,22.23
2024-03-02 11:00:00,22.97
2024-03-02 12:00:00,16.84
2024-03-02 13:00:00,14.65
2024-03-02 14:00:00,7.19
2024-03-02 15:00:00,5.53
2024-03-02 16:00:00,6.73
2024-03-02 17:00:00,5.0
2024-03-02 18:00:00,7.97
2024-03-02 19:00:00,5.0
2024-03-02 20:00:00,5.76
2024-03-02 21:00:00,10.42
2024-03-02 22:00:00,6.63
2024-03-02 23:00:00,9.4
2024-03-03 00:00:00,14.17
2024-03-03 01:00:00,26.61
2024-03-03 02:00:00,24.98
2024-03-03 03:00:00,37.62
2024-03-03 04:00:00,30.86
2024-03-03 05:00:00,34.82
2024-03-03 06:00:00,39.64
2024-03-03 07:00:00,40.76
2024-03-03 08:00:00,39.67
2024-03-03 09:00:00,34.98
2024-03-03 10:00:00,31.57
2024-03-03 11:00:00,26.92
2024-03-03 12:00:00,23.86
2024-03-03 13:00:00,16.27
2024-03-03 14:00:00,12.12
2024-03-03 15:00:00,11.74
2024-03-03 16:00:00,9.14
2024-03-03 17:00:00,7.08
2024-03-03 18:00:00,10.31
2024-03-03 19:00:00,11.89
2024-03-03 20:00:00,11.08
2024-03-03 21:00:00,17.93
2024-03-03 22:00:00,13.48
2024-03-03 23:00:00,20.24
2024-03-04 00:00:00,22.85
2024-03-04 01:00:00,23.58
2024-03-04 02:00:00,32.85
2024-03-04 03:00:00,36.14
2024-03-04 04:00:00,43.72
2024-03-04 05:00:00,42.87
2024-03-04 06:00:00,38.71
2024-03-04 07:00:00,47.12
2024-03-04 08:00:00,44.01
2024-03-04 09:00:00,40.0
2024-03-04 10:00:00,34.74
2024-03-04 11:00:00,29.2
2024-03-04 12:00:00,27.35
2024-03-04 13:00:00,28.12
2024-03-04 14:00:00,27.15
2024-03-04 15:00:00,23.28
2024-03-04 16:00:00,15.05
2024-03-04 17:00:00,11.9
2024-03-04 18:00:00,15.41
2024-03-04 19:00:00,10.42
2024-03-04 20:00:00,18.42
2024-03-04 21:00:00,19.61
2024-03-04 22:00:00,21.97
2024-03-04 23:00:00,22.4
2024-03-05 00:00:00,32.8
2024-03-05 01:00:00,33.72
2024-03-05 02:00:00,35.6
2024-03-05 03:00:00,33.76
2024-03-05 04:00:00,44.84
2024-03-05 05:00:00,51.88
2024-03-05 06:00:00,52.19
2024-03-05 07:00:00,45.45
2024-03-05 08:00:00,43.63
2024-03-05 09:00:00,44.56
2024-03-05 10:00:00,37.15
2024-03-05 11:00:00,37.52
2024-03-05 12:00:00,35.1
2024-03-05 13:00:00,32.66
2024-03-05 14:00:00,25.11
2024-03-05 15:00:00,21.73
2024-03-05 16:00:00,17.35
2024-03-05 17:00:00,16.02
2024-03-05 18:00:00,17.32
2024-03-05 19:00:00,19.61
2024-03-05 20:00:00,22.73
2024-03-05 21:00:00,19.93
2024-03-05 22:00:00,29.89
2024-03-05 23:00:00,28.16
2024-03-06 00:00:00,32.74
2024-03-06 01:00:00,34.37
2024-03-06 02:00:00,32.87
2024-03-06 03:00:00,45.81
2024-03-06 04:00:00,47.65
2024-03-06 05:00:00,45.98
2024-03-06 06:00:00,47.41
2024-03-06 07:00:00,48.11
2024-03-06 08:00:00,40.23
2024-03-06 09:00:00,40.79
2024-03-06 10:00:00,41.49
2024-03-06 11:00:00,31.56
2024-03-06 12:00:00,32.14
2024-03-06 13:00:00,23.11
2024-03-06 14:00:00,24.76
2024-03-06 15:00:00,19.94
2024-03-06 16:00:00,12.61
2024-03-06 17:00:00,19.22
2024-03-06 18:00:00,12.78
2024-03-06 19:00:00,12.83
2024-03-06 20:00:00,17.12
2024-03-06 21:00:00,22.1
2024-03-06 22:00:00,18.45
2024-03-06 23:00:00,25.04
2024-03-07 00:00:00,29.76
2024-03-07 01:00:00,34.16
2024-03-07 02:00:00,35.95
2024-03-07 03:00:00,37.15
2024-03-07 04:00:00,37.87
2024-03-07 05:00:00,41.82
2024-03-07 06:00:00,38.56
2024-03-07 07:00:00,32.21
2024-03-07 08:00:00,40.49
2024-03-07 09:00:00,39.21
2024-03-07 10:00:00,26.01
2024-03-07 11:00:00,26.15
2024-03-07 12:00:00,26.86
2024-03-07 13:00:00,26.99
2024-03-07 14:00:00,16.96
2024-03-07 15:00:00,11.31
2024-03-07 16:00:00,10.27
2024-03-07 17:00:00,13.15
2024-03-07 18:00:00,6.28
2024-03-07 19:00:00,6.04
2024-03-07 20:00:00,8.2
2024-03-07 21:00:00,8.89
2024-03-07 22:00:00,14.95
2024-03-07 23:00:00,22.79
2024-03-08 00:00:00,22.5
2024-03-08 01:00:00,24.39
2024-03-08 02:00:00,27.62
2024-03-08 03:00:00,26.66
2024-03-08 04:00:00,36.13
2024-03-08 05:00:00,34.5
2024-03-08 06:00:00,34.47
2024-03-08 07:00:00,43.85
2024-03-08 08:00:00,33.45
2024-03-08 09:00:00,27.69
2024-03-08 10:00:00,25.36
2024-03-08 11:00:00,26.26
2024-03-08 12:00:00,19.09
2024-03-08 13:00:00,10.37
2024-03-08 14:00:00,13.65
2024-03-08 15:00:00,5.62
2024-03-08 16:00:00,10.7
2024-03-08 17:00:00,6.68
2024-03-08 18:00:00,5.0
2024-03-08 19:00:00,7.02
2024-03-08 20:00:00,5.0
2024-03-08 21:00:00,9.4
2024-03-08 22:00:00,11.31
2024-03-08 23:00:00,10.85
2024-03-09 00:00:00,15.27
2024-03-09 01:00:00,24.11
2024-03-09 02:00:00,23.59
2024-03-09 03:00:00,26.45
2024-03-09 04:00:00,27.15
2024-03-09 05:00:00,32.77
2024-03-09 06:00:00,38.19
2024-03-09 07:00:00,28.29
2024-03-09 08:00:00,30.09
2024-03-09 09:00:00,31.89
2024-03-09 10:00:00,24.35
2024-03-09 11:00:00,22.38
